"Sample Name"	"Protocol REF"	"Parameter Value[randomized preparation number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[aliquot number]"	"Term Source REF"	"Term Accession Number"	"Comment[EI analysis notes]"	"Comment[GC analysis notes]"	"Comment[preparation notes]"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[chromatography column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[chromatography instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[randomized analysis order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[block]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Index]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[index of position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order old]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ionization mode]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Factor Value[session]"	"Term Source REF"	"Term Accession Number"	"Factor Value[regimen]"	"Term Source REF"	"Term Accession Number"	"Comment[regimen]"	"Factor Value[time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[day]"	"Term Source REF"	"Term Accession Number"	"Factor Value[volunteer number]"	"Term Source REF"	"Term Accession Number"
"85"	"LCMS preparation"	"55"	""	""	""	""	""	""	""	""	"0900D085"	"0900D085"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"85"	""	""	"2"	""	""	"114"	""	""	"233"	""	""	"110"	""	""	"27"	""	""	"negative mode"	""	""	"0900D085"	"GSK_neg_block1_38r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"0"	"hour"	""	""	"1"	""	""	"9"	""	""
"187"	"LCMS preparation"	"216"	""	""	""	""	""	""	""	""	"1001C187"	"1001C187"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"187"	""	""	"3"	""	""	"244"	""	""	"471"	""	""	"240"	""	""	"65"	""	""	"negative mode"	""	""	"1001C187"	"GSK_neg_block4_27.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"1"	"hour"	""	""	"1"	""	""	"10"	""	""
"106"	"LCMS preparation"	"28"	""	""	""	""	""	""	""	""	"1401B106"	"1401B106"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"106"	""	""	"2"	""	""	"140"	""	""	"260"	""	""	"136"	""	""	"54"	""	""	"negative mode"	""	""	"1401B106"	"GSK_neg_block3_18.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"1"	"hour"	""	""	"1"	""	""	"14"	""	""
"194"	"LCMS preparation"	"30"	""	""	""	""	""	""	""	""	"1501A194"	"1501A194"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"194"	""	""	"3"	""	""	"253"	""	""	"480"	""	""	"249"	""	""	"74"	""	""	"negative mode"	""	""	"1501A194"	"GSK_neg_block2_18r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"1"	"hour"	""	""	"1"	""	""	"15"	""	""
"51"	"LCMS preparation"	"134"	""	""	""	""	""	""	""	""	"0101C051"	"0101C051"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"51"	""	""	"1"	""	""	"67"	""	""	"79"	""	""	"64"	""	""	"74"	""	""	"negative mode"	""	""	"0101C051"	"GSK_neg_block3_40.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"1"	"hour"	""	""	"1"	""	""	"1"	""	""
"49"	"LCMS preparation"	"256"	""	""	""	""	""	""	""	""	"0201B049"	"0201B049"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"49"	""	""	"1"	""	""	"65"	""	""	"77"	""	""	"62"	""	""	"72"	""	""	"negative mode"	""	""	"0201B049"	"GSK_neg_block3_90.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"1"	"hour"	""	""	"1"	""	""	"2"	""	""
"209"	"LCMS preparation"	"52"	""	""	""	""	""	""	""	""	"0601A209"	"0601A209"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"209"	""	""	"3"	""	""	"272"	""	""	"499"	""	""	"268"	""	""	"93"	""	""	"negative mode"	""	""	"0601A209"	"GSK_neg_block3_60.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"1"	"hour"	""	""	"1"	""	""	"6"	""	""
"108"	"LCMS preparation"	"22"	""	""	""	""	""	""	""	""	"0701A108"	"0701A108"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"108"	""	""	"2"	""	""	"142"	""	""	"262"	""	""	"138"	""	""	"56"	""	""	"negative mode"	""	""	"0701A108"	"GSK_neg_block3_24.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"1"	"hour"	""	""	"1"	""	""	"7"	""	""
"112"	"LCMS preparation"	"262"	""	""	""	""	""	""	""	""	"0801D112"	"0801D112"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"112"	""	""	"2"	""	""	"147"	""	""	"267"	""	""	"143"	""	""	"61"	""	""	"negative mode"	""	""	"0801D112"	"GSK_neg_block2_49r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"1"	"hour"	""	""	"1"	""	""	"8"	""	""
"79"	"LCMS preparation"	"209"	""	""	""	""	""	""	""	""	"0901D079"	"0901D079"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"79"	""	""	"2"	""	""	"106"	""	""	"225"	""	""	"102"	""	""	"19"	""	""	"negative mode"	""	""	"0901D079"	"GSK_neg_block2_17r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"1"	"hour"	""	""	"1"	""	""	"9"	""	""
"105"	"LCMS preparation"	"29"	""	""	""	""	""	""	""	""	"1004C105"	"1004C105"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"105"	""	""	"2"	""	""	"139"	""	""	"259"	""	""	"135"	""	""	"53"	""	""	"negative mode"	""	""	"1004C105"	"GSK_neg_block3_13.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"4"	"hour"	""	""	"1"	""	""	"10"	""	""
"192"	"LCMS preparation"	"127"	""	""	""	""	""	""	""	""	"1404B192"	"1404B192"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"192"	""	""	"3"	""	""	"250"	""	""	"477"	""	""	"246"	""	""	"71"	""	""	"negative mode"	""	""	"1404B192"	"GSK_neg_block3_35.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"4"	"hour"	""	""	"1"	""	""	"14"	""	""
"53"	"LCMS preparation"	"236"	""	""	""	""	""	""	""	""	"1504A053"	"1504A053"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"53"	""	""	"1"	""	""	"70"	""	""	"82"	""	""	"67"	""	""	"77"	""	""	"negative mode"	""	""	"1504A053"	"GSK_neg_block4_60.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"4"	"hour"	""	""	"1"	""	""	"15"	""	""
"17"	"LCMS preparation"	"175"	""	""	""	""	""	""	""	""	"0104C017"	"0104C017"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"17"	""	""	"1"	""	""	"25"	""	""	"37"	""	""	"22"	""	""	"32"	""	""	"negative mode"	""	""	"0104C017"	"GSK_neg_block4_81.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"4"	"hour"	""	""	"1"	""	""	"1"	""	""
"76"	"LCMS preparation"	"215"	""	""	""	""	""	""	""	""	"0204B076"	"0204B076"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"76"	""	""	"2"	""	""	"102"	""	""	"221"	""	""	"98"	""	""	"15"	""	""	"negative mode"	""	""	"0204B076"	"GSK_neg_block1_22r.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"4"	"hour"	""	""	"1"	""	""	"2"	""	""
"107"	"LCMS preparation"	"146"	""	""	""	""	""	""	""	""	"0604A107"	"0604A107"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"107"	""	""	"2"	""	""	"141"	""	""	"261"	""	""	"137"	""	""	"55"	""	""	"negative mode"	""	""	"0604A107"	"GSK_neg_block1_84r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"4"	"hour"	""	""	"1"	""	""	"6"	""	""
"247"	"LCMS preparation"	"253"	""	""	""	""	""	""	""	""	"0704A247"	"0704A247"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"247"	""	""	"4"	""	""	"322"	""	""	"656"	""	""	"318"	""	""	"50"	""	""	"negative mode"	""	""	"0704A247"	"GSK_neg_block3_28.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"4"	"hour"	""	""	"1"	""	""	"7"	""	""
"202"	"LCMS preparation"	"279"	""	""	""	""	""	""	""	""	"0804D202"	"0804D202"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"202"	""	""	"3"	""	""	"263"	""	""	"490"	""	""	"259"	""	""	"84"	""	""	"negative mode"	""	""	"0804D202"	"GSK_neg_block2_65r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"4"	"hour"	""	""	"1"	""	""	"8"	""	""
"98"	"LCMS preparation"	"131"	""	""	""	""	""	""	""	""	"0904D098"	"0904D098"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"98"	""	""	"2"	""	""	"130"	""	""	"250"	""	""	"126"	""	""	"44"	""	""	"negative mode"	""	""	"0904D098"	"GSK_neg_block1_44r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"4"	"hour"	""	""	"1"	""	""	"9"	""	""
"144"	"LCMS preparation"	"41"	""	""	""	""	""	""	""	""	"1005C144"	"1005C144"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"144"	""	""	"2"	""	""	"96"	""	""	"211"	""	""	"183"	""	""	"101"	""	""	"negative mode"	""	""	"1005C144"	"GSK_neg_block3_89.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"5"	"hour"	""	""	"1"	""	""	"10"	""	""
"200"	"LCMS preparation"	"84"	""	""	"3"	""	""	""	""	""	"1405B200"	"1405B200"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"200"	""	""	"3"	""	""	"260"	""	""	"487"	""	""	"256"	""	""	"81"	""	""	"negative mode"	""	""	"1405B200"	"GSK_neg_block4_68.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"5"	"hour"	""	""	"1"	""	""	"14"	""	""
"11"	"LCMS preparation"	"33"	""	""	"3"	""	""	""	""	""	"1505A011"	"1505A011"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"11"	""	""	"1"	""	""	"18"	""	""	"29"	""	""	"15"	""	""	"24"	""	""	"negative mode"	""	""	"1505A011"	"GSK_neg_block1_93r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"5"	"hour"	""	""	"1"	""	""	"15"	""	""
"3"	"LCMS preparation"	"6"	""	""	""	""	""	""	""	""	"0105C003"	"0105C003"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"3"	""	""	"1"	""	""	"8"	""	""	"19"	""	""	"5"	""	""	"14"	""	""	"negative mode"	""	""	"0105C003"	"GSK_neg_block4_75.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"5"	"hour"	""	""	"1"	""	""	"1"	""	""
"159"	"LCMS preparation"	"65"	""	""	""	""	""	""	""	""	"0205B159"	"0205B159"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"159"	""	""	"3"	""	""	"209"	""	""	"435"	""	""	"205"	""	""	"29"	""	""	"negative mode"	""	""	"0205B159"	"GSK_neg_block1_64r.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"5"	"hour"	""	""	"1"	""	""	"2"	""	""
"80"	"LCMS preparation"	"59"	""	""	""	""	""	""	""	""	"0605A080"	"0605A080"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"80"	""	""	"2"	""	""	"107"	""	""	"226"	""	""	"103"	""	""	"20"	""	""	"negative mode"	""	""	"0605A080"	"GSK_neg_block4_46.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"5"	"hour"	""	""	"1"	""	""	"6"	""	""
"176"	"LCMS preparation"	"222"	""	""	""	""	""	""	""	""	"0705A176"	"0705A176"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"176"	""	""	"3"	""	""	"230"	""	""	"457"	""	""	"226"	""	""	"51"	""	""	"negative mode"	""	""	"0705A176"	"GSK_neg_block4_48.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"5"	"hour"	""	""	"1"	""	""	"7"	""	""
"93"	"LCMS preparation"	"238"	""	""	""	""	""	""	""	""	"0805D093"	"0805D093"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"93"	""	""	"2"	""	""	"124"	""	""	"244"	""	""	"120"	""	""	"38"	""	""	"negative mode"	""	""	"0805D093"	"GSK_neg_block3_93.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"5"	"hour"	""	""	"1"	""	""	"8"	""	""
"188"	"LCMS preparation"	"187"	""	""	""	""	""	""	""	""	"0905D188"	"0905D188"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"188"	""	""	"3"	""	""	"245"	""	""	"472"	""	""	"241"	""	""	"66"	""	""	"negative mode"	""	""	"0905D188"	"GSK_neg_block2_55r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"5"	"hour"	""	""	"1"	""	""	"9"	""	""
"253"	"LCMS preparation"	"214"	""	""	""	""	""	""	""	"haemolysis"	"1008C253"	"1008C253"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"253"	""	""	"4"	""	""	"330"	""	""	"664"	""	""	"326"	""	""	"58"	""	""	"negative mode"	""	""	"1008C253"	"GSK_neg_block2_20r.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"8"	"hour"	""	""	"1"	""	""	"10"	""	""
"95"	"LCMS preparation"	"191"	""	""	"3"	""	""	""	""	""	"1408B095"	"1408B095"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"95"	""	""	"2"	""	""	"126"	""	""	"246"	""	""	"122"	""	""	"40"	""	""	"negative mode"	""	""	"1408B095"	"GSK_neg_block3_49.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"8"	"hour"	""	""	"1"	""	""	"14"	""	""
"91"	"LCMS preparation"	"252"	""	""	"3"	""	""	""	""	""	"1508A091"	"1508A091"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"91"	""	""	"2"	""	""	"121"	""	""	"241"	""	""	"117"	""	""	"35"	""	""	"negative mode"	""	""	"1508A091"	"GSK_neg_block1_40r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"8"	"hour"	""	""	"1"	""	""	"15"	""	""
"109"	"LCMS preparation"	"165"	""	""	""	""	""	""	""	""	"0108C109"	"0108C109"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"109"	""	""	"2"	""	""	"144"	""	""	"264"	""	""	"140"	""	""	"58"	""	""	"negative mode"	""	""	"0108C109"	"GSK_neg_block4_63.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"8"	"hour"	""	""	"1"	""	""	"1"	""	""
"103"	"LCMS preparation"	"54"	""	""	""	""	""	""	""	""	"0208B103"	"0208B103"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"103"	""	""	"2"	""	""	"136"	""	""	"256"	""	""	"132"	""	""	"50"	""	""	"negative mode"	""	""	"0208B103"	"GSK_neg_block2_78r.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"8"	"hour"	""	""	"1"	""	""	"2"	""	""
"174"	"LCMS preparation"	"67"	""	""	""	""	""	""	""	""	"0608A174"	"0608A174"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"174"	""	""	"3"	""	""	"228"	""	""	"455"	""	""	"224"	""	""	"49"	""	""	"negative mode"	""	""	"0608A174"	"GSK_neg_block4_54.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"8"	"hour"	""	""	"1"	""	""	"6"	""	""
"242"	"LCMS preparation"	"108"	""	""	"2"	""	""	""	"NO SAMPLE"	""	"0708A242"	"0708A242"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"242"	""	""	"4"	""	""	"316"	""	""	"650"	""	""	"312"	""	""	"44"	""	""	"negative mode"	""	""	"0708A242"	"GSK_neg_block3_33.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"8"	"hour"	""	""	"1"	""	""	"7"	""	""
"60"	"LCMS preparation"	"260"	""	""	"3"	""	""	""	""	""	"0808D060"	"0808D060"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"60"	""	""	"1"	""	""	"78"	""	""	"90"	""	""	"75"	""	""	"85"	""	""	"negative mode"	""	""	"0808D060"	"GSK_neg_block4_28.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"8"	"hour"	""	""	"1"	""	""	"8"	""	""
"175"	"LCMS preparation"	"163"	""	""	"3"	""	""	""	""	""	"0908D175"	"0908D175"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"175"	""	""	"3"	""	""	"229"	""	""	"456"	""	""	"225"	""	""	"50"	""	""	"negative mode"	""	""	"0908D175"	"GSK_neg_block2_43r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"8"	"hour"	""	""	"1"	""	""	"9"	""	""
"235"	"LCMS preparation"	"64"	""	""	""	""	""	""	""	""	"1012C235"	"1012C235"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"235"	""	""	"4"	""	""	"307"	""	""	"641"	""	""	"303"	""	""	"35"	""	""	"negative mode"	""	""	"1012C235"	"GSK_neg_block2_13r.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"12"	"hour"	""	""	"1"	""	""	"10"	""	""
"111"	"LCMS preparation"	"155"	""	""	"3"	""	""	""	""	""	"1412B111"	"1412B111"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"111"	""	""	"2"	""	""	"146"	""	""	"266"	""	""	"142"	""	""	"60"	""	""	"negative mode"	""	""	"1412B111"	"GSK_neg_block4_40.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"12"	"hour"	""	""	"1"	""	""	"14"	""	""
"215"	"LCMS preparation"	"199"	""	""	""	""	""	""	""	"haemolysis"	"1512A215"	"1512A215"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"215"	""	""	"3"	""	""	"188"	""	""	"411"	""	""	"275"	""	""	"100"	""	""	"negative mode"	""	""	"1512A215"	"GSK_neg_block3_39.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"12"	"hour"	""	""	"1"	""	""	"15"	""	""
"182"	"LCMS preparation"	"115"	""	""	""	""	""	""	""	""	"0112C182"	"0112C182"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"182"	""	""	"3"	""	""	"238"	""	""	"465"	""	""	"234"	""	""	"59"	""	""	"negative mode"	""	""	"0112C182"	"GSK_neg_block1_15r.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"12"	"hour"	""	""	"1"	""	""	"1"	""	""
"179"	"LCMS preparation"	"286"	""	""	""	""	""	""	""	"haemolysis"	"0212B179"	"0212B179"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"179"	""	""	"3"	""	""	"234"	""	""	"461"	""	""	"230"	""	""	"55"	""	""	"negative mode"	""	""	"0212B179"	"GSK_neg_block4_30.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"12"	"hour"	""	""	"1"	""	""	"2"	""	""
"24"	"LCMS preparation"	"20"	""	""	""	""	""	""	""	""	"0612A024"	"0612A024"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"24"	""	""	"1"	""	""	"33"	""	""	"45"	""	""	"30"	""	""	"40"	""	""	"negative mode"	""	""	"0612A024"	"GSK_neg_block3_27.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"12"	"hour"	""	""	"1"	""	""	"6"	""	""
"287"	"LCMS preparation"	"137"	""	""	""	""	""	""	""	""	"0712A287"	"0712A287"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"287"	""	""	"4"	""	""	"281"	""	""	"611"	""	""	"368"	""	""	"100"	""	""	"negative mode"	""	""	"0712A287"	"GSK_neg_block3_15.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"12"	"hour"	""	""	"1"	""	""	"7"	""	""
"213"	"LCMS preparation"	"111"	""	""	""	""	""	""	""	""	"0812D213"	"0812D213"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"213"	""	""	"3"	""	""	"277"	""	""	"504"	""	""	"273"	""	""	"98"	""	""	"negative mode"	""	""	"0812D213"	"GSK_neg_block1_100r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"12"	"hour"	""	""	"1"	""	""	"8"	""	""
"153"	"LCMS preparation"	"265"	""	""	""	""	""	""	""	""	"0912D153"	"0912D153"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"153"	""	""	"3"	""	""	"202"	""	""	"428"	""	""	"198"	""	""	"22"	""	""	"negative mode"	""	""	"0912D153"	"GSK_neg_block3_85.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"12"	"hour"	""	""	"1"	""	""	"9"	""	""
"121"	"LCMS preparation"	"197"	""	""	""	""	""	""	""	""	"1016C121"	"1016C121"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"121"	""	""	"2"	""	""	"159"	""	""	"279"	""	""	"155"	""	""	"73"	""	""	"negative mode"	""	""	"1016C121"	"GSK_neg_block4_43.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"16"	"hour"	""	""	"1"	""	""	"10"	""	""
"263"	"LCMS preparation"	"180"	""	""	""	""	""	""	""	""	"1416B263"	"1416B263"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"263"	""	""	"4"	""	""	"342"	""	""	"676"	""	""	"338"	""	""	"70"	""	""	"negative mode"	""	""	"1416B263"	"GSK_neg_block4_38.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"16"	"hour"	""	""	"1"	""	""	"14"	""	""
"54"	"LCMS preparation"	"36"	""	""	"3"	""	""	""	""	""	"1516A054"	"1516A054"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"54"	""	""	"1"	""	""	"71"	""	""	"83"	""	""	"68"	""	""	"78"	""	""	"negative mode"	""	""	"1516A054"	"GSK_neg_block1_62r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"16"	"hour"	""	""	"1"	""	""	"15"	""	""
"225"	"LCMS preparation"	"117"	""	""	""	""	""	""	""	""	"0116C225"	"0116C225"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"225"	""	""	"4"	""	""	"295"	""	""	"628"	""	""	"291"	""	""	"22"	""	""	"negative mode"	""	""	"0116C225"	"GSK_neg_block1_35r.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"16"	"hour"	""	""	"1"	""	""	"1"	""	""
"285"	"LCMS preparation"	"229"	""	""	""	""	""	""	""	""	"0216B285"	"0216B285"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"285"	""	""	"4"	""	""	"370"	""	""	"704"	""	""	"366"	""	""	"98"	""	""	"negative mode"	""	""	"0216B285"	"GSK_neg_block3_63.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"16"	"hour"	""	""	"1"	""	""	"2"	""	""
"257"	"LCMS preparation"	"248"	""	""	""	""	""	""	""	""	"0616A257"	"0616A257"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"257"	""	""	"4"	""	""	"335"	""	""	"669"	""	""	"331"	""	""	"63"	""	""	"negative mode"	""	""	"0616A257"	"GSK_neg_block1_65r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"16"	"hour"	""	""	"1"	""	""	"6"	""	""
